exchange,symbol,timestamp,local_timestamp,is_snapshot,side,price,amount
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2512.96,12.076
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2512.98,0.403
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2512.99,2.228
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513,8.269
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.01,0.41
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.04,3.234
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.05,0.058
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.06,2.866
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.07,8.1
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.08,0.398
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.09,7.177
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.1,0.05
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.15,0.05
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.2,2.267
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.21,0.05
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.23,1.748
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.24,3.82
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.26,5.673
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.27,0.403
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.28,2.59
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.31,0.05
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.33,2.013
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.36,0.448
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.37,48.591
