trade_id,entry_time,exit_time,side,strategy_name,entry_order_type,exit_order_type,entry_price,effective_entry_price,exit_price,effective_exit_price,size_units,position_notional,gross_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding,net_pnl,return_pct,exit_reason,duration_bars,maker_fill_status
24,1704190920.0,1704194160.0,sell,CVD Divergence Reversal,taker,taker,65032.420061841,64999.903851810086,65195.0011119956,65227.5986125516,0.015384638141617073,1000.0,-2.501250625312621,0.5,0.5017515007503751,1.001751500750375,0.5002501250624795,0.5015007503751566,1.001750875437636,0.0,-4.504753001500632,-0.0045047530015006314,Stop Loss Hit (stop-first conservative),54,EXECUTION_MODELED_TAKER
25,1704195780.0,1704195900.0,sell,CVD Divergence Reversal,taker,taker,64900.54452347696,64868.094251215225,65062.79588478565,65095.32728272804,0.01541589916496223,1000.0,-2.501250625312652,0.5,0.5017515007503751,1.001751500750375,0.5002501250624407,0.5015007503751153,1.0017508754375561,0.0,-4.504753001500584,-0.004504753001500584,Stop Loss Hit (stop-first conservative),2,EXECUTION_MODELED_TAKER
26,1704206640.0,1704206640.0,sell,CVD Divergence Reversal,taker,taker,64913.53648213137,64881.07971389031,65075.820323336695,65108.35823349836,0.015412813788083604,1000.0,-2.501250625312592,0.5,0.5017515007503751,1.001751500750375,0.500250125062496,0.5015007503751144,1.0017508754376103,0.0,-4.5047530015005774,-0.004504753001500578,Stop Loss Hit (stop-first conservative),0,EXECUTION_MODELED_TAKER
27,1704209940.0,1704213540.0,sell,CVD Divergence Reversal,taker,taker,65056.38047146867,65023.85228123294,65040.7902972678,65073.31069241643,0.01537897194517062,1000.0,0.23976085165553088,0.5,0.5003803097590218,1.0003803097590218,0.5002501250624802,0.5001302446366869,1.000380369699167,0.0,-1.760999827802658,-0.0017609998278026579,Time Exit,60,EXECUTION_MODELED_TAKER
28,1704215940.0,1704219540.0,buy,CVD Divergence Reversal,taker,taker,64900.35999531837,64932.81017531603,64954.924135845686,64922.44667377777,0.015400534757390592,1000.0,0.8403169426980239,0.5,0.4999201982671759,0.9999201982671759,0.499750124937497,0.5001702834087802,0.9999204083462772,0.0,-1.1595236639154292,-0.0011595236639154291,Time Exit,60,EXECUTION_MODELED_TAKER
29,1704225600.0,1704227880.0,sell,CVD Divergence Reversal,taker,taker,65015.73961162628,64983.23174182048,65178.27896065534,65210.86810013567,0.015388585227232429,1000.0,-2.501250625312552,0.5,0.5017515007503751,1.001751500750375,0.5002501250624208,0.501500750375157,1.001750875437578,0.0,-4.5047530015005055,-0.004504753001500506,Stop Loss Hit (stop-first conservative),38,EXECUTION_MODELED_TAKER
30,1704228720.0,1704229560.0,buy,CVD Divergence Reversal,taker,taker,64948.166284013096,64980.6403671551,64785.79586830307,64753.402970368916,0.015389198911395412,1000.0,-2.498750624687602,0.5,0.4982514992503749,0.9982514992503748,0.49975012493752036,0.49850074962517654,0.9982508745626969,0.0,-4.495252998500673,-0.004495252998500673,Stop Loss Hit (stop-first conservative),14,EXECUTION_MODELED_TAKER
31,1704236340.0,1704236400.0,sell,CVD Divergence Reversal,taker,taker,64983.46779934205,64950.97606544238,65145.9264688404,65178.499432074816,0.015396227440715197,1000.0,-2.501250625312605,0.5,0.5017515007503751,1.001751500750375,0.5002501250624762,0.5015007503751153,1.0017508754375917,0.0,-4.504753001500571,-0.004504753001500572,Stop Loss Hit (stop-first conservative),1,EXECUTION_MODELED_TAKER
32,1704239820.0,1704240120.0,buy,CVD Divergence Reversal,taker,taker,64978.05387822662,65010.542905165734,64815.60874353106,64783.2009391593,0.015382120427124444,1000.0,-2.4987506246875726,0.5,0.4982514992503749,0.9982514992503748,0.49975012493749216,0.49850074962510227,0.9982508745625944,0.0,-4.495252998500542,-0.004495252998500542,Stop Loss Hit (stop-first conservative),5,EXECUTION_MODELED_TAKER
33,1704241020.0,1704241920.0,sell,CVD Divergence Reversal,taker,taker,64955.07541899316,64922.59788128367,65117.46310754064,65150.02183909441,0.01540295725424578,1000.0,-2.501250625312642,0.5,0.5017515007503751,1.001751500750375,0.5002501250624611,0.501500750375078,1.0017508754375393,0.0,-4.504753001500556,-0.004504753001500556,Stop Loss Hit (stop-first conservative),15,EXECUTION_MODELED_TAKER
34,1704241980.0,1704245520.0,sell,CVD Divergence Reversal,taker,taker,65020.83113568329,64988.32072011546,65183.383213522495,65215.97490512925,0.01538738020800214,1000.0,-2.5012506253125597,0.5,0.5017515007503751,1.001751500750375,0.5002501250624224,0.5015007503751392,1.0017508754375615,0.0,-4.504753001500497,-0.004504753001500497,Stop Loss Hit (stop-first conservative),59,EXECUTION_MODELED_TAKER
35,1704246900.0,1704247500.0,buy,CVD Divergence Reversal,taker,taker,65040.88012905872,65073.400569123245,64878.277928736075,64845.83878977171,0.01536726206490108,1000.0,-2.4987506246876476,0.5,0.49825149925037493,0.9982514992503749,0.4997501249374401,0.49850074962512925,0.9982508745625693,0.0,-4.495252998500592,-0.004495252998500592,Stop Loss Hit (stop-first conservative),10,EXECUTION_MODELED_TAKER
36,1704254760.0,1704255240.0,sell,CVD Divergence Reversal,taker,taker,64952.01233849991,64919.53633233067,65114.392369346155,65146.94956553083,0.01540368364433294,1000.0,-2.5012506253125837,0.5,0.5017515007503751,1.001751500750375,0.500250125062427,0.5015007503751809,1.001750875437608,0.0,-4.504753001500567,-0.004504753001500566,Stop Loss Hit (stop-first conservative),8,EXECUTION_MODELED_TAKER
37,1704257340.0,1704258720.0,buy,CVD Divergence Reversal,taker,taker,65042.1274852987,65074.64854904134,64879.522166585455,64847.082405502166,0.015366967356671674,1000.0,-2.4987506246875837,0.5,0.4982514992503749,0.9982514992503748,0.49975012493742726,0.4985007496251354,0.9982508745625627,0.0,-4.495252998500521,-0.004495252998500521,Stop Loss Hit (stop-first conservative),23,EXECUTION_MODELED_TAKER
38,1704258780.0,1704262380.0,buy,CVD Divergence Reversal,taker,taker,64875.060674578766,64907.49820491605,64968.539597524636,64936.05532772588,0.015406540502346163,1000.0,1.440186812481231,0.5,0.5002199832346,1.0002199832346,0.4997501249374972,0.500470218343661,1.0002203432811583,0.0,-0.5602535140345273,-0.0005602535140345273,Time Exit,60,EXECUTION_MODELED_TAKER
39,1704272640.0,1704272820.0,buy,CVD Divergence Reversal,taker,taker,65067.37866197219,65099.912351303166,64904.71021531726,64872.257860209604,0.015361003784515572,1000.0,-2.4987506246876,0.5,0.4982514992503749,0.9982514992503748,0.49975012493743065,0.4985007496251522,0.9982508745625829,0.0,-4.495252998500558,-0.004495252998500557,Stop Loss Hit (stop-first conservative),3,EXECUTION_MODELED_TAKER
40,1704278460.0,1704278640.0,sell,CVD Divergence Reversal,taker,taker,64931.911732093366,64899.44577622732,65094.2415114236,65126.788632179305,0.01540845207596981,1000.0,-2.5012506253126587,0.5,0.5017515007503751,1.001751500750375,0.5002501250624645,0.5015007503750935,1.001750875437558,0.0,-4.504753001500592,-0.0045047530015005915,Stop Loss Hit (stop-first conservative),3,EXECUTION_MODELED_TAKER
41,1704282180.0,1704282180.0,buy,CVD Divergence Reversal,taker,taker,65114.187248169495,65146.74434179358,64951.40178004908,64918.92607915906,0.015349961231423659,1000.0,-2.498750624687583,0.5,0.49825149925037493,0.9982514992503749,0.4997501249375166,0.4985007496251125,0.9982508745626291,0.0,-4.495252998500587,-0.004495252998500587,Stop Loss Hit (stop-first conservative),0,EXECUTION_MODELED_TAKER
42,1704282420.0,1704282480.0,buy,CVD Divergence Reversal,taker,taker,65116.20052502541,65148.75862528792,64953.41002371285,64920.933318701,0.015349486637982438,1000.0,-2.4987506246875477,0.5,0.49825149925037493,0.9982514992503749,0.49975012493750953,0.49850074962514235,0.9982508745626519,0.0,-4.4952529985005745,-0.004495252998500575,Stop Loss Hit (stop-first conservative),1,EXECUTION_MODELED_TAKER
43,1704285180.0,1704285600.0,sell,CVD Divergence Reversal,taker,taker,64988.51148475861,64956.01722901623,65150.9827634705,65183.55825485223,0.015395032556788198,1000.0,-2.501250625312579,0.5,0.5017515007503751,1.001751500750375,0.5002501250625158,0.5015007503750926,1.0017508754376083,0.0,-4.504753001500562,-0.004504753001500562,Stop Loss Hit (stop-first conservative),7,EXECUTION_MODELED_TAKER
44,1704293220.0,1704296820.0,sell,CVD Divergence Reversal,taker,taker,65127.14973027545,65094.58615541032,65010.53695372136,65043.04222219822,0.015362260658859497,1000.0,1.7914358695772357,0.5,0.4996040843313065,0.9996040843313065,0.5002501250624583,0.4993544071277288,0.9996045321901871,0.0,-0.20777274694425796,-0.00020777274694425797,Time Exit,60,EXECUTION_MODELED_TAKER
45,1704296880.0,1704300480.0,buy,CVD Divergence Reversal,taker,taker,65010.53695372136,65043.04222219822,65006.12097944224,64973.61791895252,0.015374434617984626,1000.0,-0.06789310782908566,0.5,0.49946632029442495,0.999466320294425,0.49975012493751747,0.49971617838357396,0.9994663033210914,0.0,-2.066825731444602,-0.002066825731444602,Time Exit,60,EXECUTION_MODELED_TAKER
46,1704303360.0,1704306960.0,sell,CVD Divergence Reversal,taker,taker,64998.24337731016,64965.74425562151,65056.43116060398,65088.95937618428,0.015392727528299956,1000.0,-0.8956686937175191,0.5,0.5009483083890947,1.0009483083890947,0.5002501250624268,0.5006979594093551,1.000948084471782,0.0,-2.8975650865783957,-0.002897565086578396,Time Exit,60,EXECUTION_MODELED_TAKER
47,1704308940.0,1704308940.0,sell,CVD Divergence Reversal,taker,taker,64825.17867749323,64792.76608815449,64987.241624186965,65019.73524499906,0.015433821711507723,1000.0,-2.5012506253126343,0.5,0.5017515007503752,1.0017515007503752,0.5002501250625269,0.5015007503751734,1.0017508754377003,0.0,-4.50475300150071,-0.0045047530015007095,Stop Loss Hit (stop-first conservative),0,EXECUTION_MODELED_TAKER
48,1704319860.0,1704319860.0,buy,CVD Divergence Reversal,taker,taker,65089.76826265207,65122.31314678339,64927.043841995444,64894.58032007445,0.015355719901196314,1000.0,-2.4987506246875726,0.5,0.49825149925037493,0.9982514992503749,0.49975012493742516,0.49850074962515867,0.9982508745625838,0.0,-4.495252998500531,-0.004495252998500531,Stop Loss Hit (stop-first conservative),0,EXECUTION_MODELED_TAKER
49,1704320100.0,1704320280.0,sell,CVD Divergence Reversal,taker,taker,64894.05529537584,64861.60826772815,65056.290433614275,65088.81857883108,0.01541744071272974,1000.0,-2.5012506253126126,0.5,0.5017515007503751,1.001751500750375,0.5002501250625001,0.5015007503751634,1.0017508754376636,0.0,-4.504753001500651,-0.004504753001500651,Stop Loss Hit (stop-first conservative),3,EXECUTION_MODELED_TAKER
50,1704330720.0,1704331380.0,buy,CVD Divergence Reversal,taker,taker,64987.77287182876,65020.266758264675,64825.30343964919,64792.89078792937,0.015379820013932668,1000.0,-2.498750624687607,0.5,0.4982514992503749,0.9982514992503748,0.49975012493752136,0.49850074962517477,0.9982508745626961,0.0,-4.495252998500678,-0.004495252998500679,Stop Loss Hit (stop-first conservative),11,EXECUTION_MODELED_TAKER
51,1704332040.0,1704332220.0,sell,CVD Divergence Reversal,taker,taker,64906.42357224436,64873.97036045825,65068.68963117497,65101.22397599056,0.015414502834398994,1000.0,-2.501250625312651,0.5,0.5017515007503751,1.001751500750375,0.5002501250624405,0.5015007503751278,1.0017508754375681,0.0,-4.504753001500594,-0.004504753001500594,Stop Loss Hit (stop-first conservative),3,EXECUTION_MODELED_TAKER
52,1704336600.0,1704340200.0,buy,CVD Divergence Reversal,taker,taker,64907.83873880526,64940.29265817466,65071.635113949225,65039.099296392254,0.01539876029299231,1000.0,2.5222611177029988,0.5,0.5007607498686346,1.0007607498686346,0.49975012493749005,0.5010112554963251,1.0007613804338151,0.0,0.520738987400549,0.000520738987400549,Time Exit,60,EXECUTION_MODELED_TAKER
53,1704342060.0,1704342960.0,buy,CVD Divergence Reversal,taker,taker,65016.398255089734,65048.90645421728,64853.857259452016,64821.430330822295,0.015373048595425966,1000.0,-2.498750624687572,0.5,0.4982514992503749,0.9982514992503748,0.4997501249375145,0.4985007496251005,0.998250874562615,0.0,-4.495252998500562,-0.004495252998500562,Stop Loss Hit (stop-first conservative),15,EXECUTION_MODELED_TAKER
54,1704343020.0,1704343500.0,buy,CVD Divergence Reversal,taker,taker,65047.26752719874,65079.79116096233,64884.649358380746,64852.20703370156,0.015365753057299961,1000.0,-2.4987506246875992,0.5,0.4982514992503749,0.9982514992503748,0.49975012493745274,0.49850074962510216,0.9982508745625549,0.0,-4.495252998500529,-0.00449525299850053,Stop Loss Hit (stop-first conservative),8,EXECUTION_MODELED_TAKER
55,1704350340.0,1704351900.0,sell,CVD Divergence Reversal,taker,taker,65010.14361398199,64977.638542175,65172.668973016946,65205.25530750345,0.015389909858772885,1000.0,-2.501250625312626,0.5,0.5017515007503752,1.0017515007503752,0.5002501250625252,0.5015007503751577,1.001750875437683,0.0,-4.504753001500684,-0.004504753001500684,Stop Loss Hit (stop-first conservative),26,EXECUTION_MODELED_TAKER
56,1704356100.0,1704356220.0,sell,CVD Divergence Reversal,taker,taker,64909.212161885756,64876.75755580482,65071.48519229047,65104.02093488661,0.015413840606011073,1000.0,-2.501250625312658,0.5,0.5017515007503751,1.001751500750375,0.5002501250624419,0.5015007503751232,1.001750875437565,0.0,-4.504753001500598,-0.004504753001500598,Stop Loss Hit (stop-first conservative),2,EXECUTION_MODELED_TAKER
57,1704360720.0,1704360720.0,buy,CVD Divergence Reversal,taker,taker,65115.40667231461,65147.964375650765,64952.61815563383,64920.14184655601,0.01534967377083163,1000.0,-2.498750624687599,0.5,0.4982514992503749,0.9982514992503748,0.49975012493749743,0.4985007496251461,0.9982508745626435,0.0,-4.495252998500617,-0.004495252998500617,Stop Loss Hit (stop-first conservative),0,EXECUTION_MODELED_TAKER
58,1704363300.0,1704363480.0,sell,CVD Divergence Reversal,taker,taker,64934.0561961026,64901.58916800455,65096.39133659285,65128.939532261145,0.015407943207852668,1000.0,-2.50125062531255,0.5,0.5017515007503751,1.001751500750375,0.50025012506251,0.5015007503751265,1.0017508754376365,0.0,-4.5047530015005615,-0.004504753001500561,Stop Loss Hit (stop-first conservative),3,EXECUTION_MODELED_TAKER
59,1704368940.0,1704368940.0,sell,CVD Divergence Reversal,taker,taker,64976.46857788194,64943.980343593,65138.90974932664,65171.4792042013,0.015397885911972043,1000.0,-2.501250625312548,0.5,0.5017515007503751,1.001751500750375,0.5002501250625097,0.5015007503751588,1.0017508754376685,0.0,-4.504753001500592,-0.0045047530015005915,Stop Loss Hit (stop-first conservative),0,EXECUTION_MODELED_TAKER
60,1704369060.0,1704369120.0,sell,CVD Divergence Reversal,taker,taker,64879.8889351175,64847.448990649944,65042.08865745529,65074.609701784015,0.015420807072059001,1000.0,-2.5012506253126165,0.5,0.5017515007503751,1.001751500750375,0.5002501250625233,0.5015007503750923,1.0017508754376157,0.0,-4.504753001500607,-0.004504753001500607,Stop Loss Hit (stop-first conservative),1,EXECUTION_MODELED_TAKER
61,1704371520.0,1704371880.0,buy,CVD Divergence Reversal,taker,taker,65010.83394554778,65043.33936252056,64848.306860683915,64815.88270725358,0.015374364382284816,1000.0,-2.4987506246876396,0.5,0.4982514992503749,0.9982514992503748,0.4997501249375279,0.4985007496251027,0.9982508745626306,0.0,-4.4952529985006455,-0.004495252998500646,Stop Loss Hit (stop-first conservative),6,EXECUTION_MODELED_TAKER
62,1704380160.0,1704380160.0,sell,CVD Divergence Reversal,taker,taker,64906.38024026852,64873.927050148384,65068.646190869185,65101.18051396462,0.015414513125234227,1000.0,-2.501250625312599,0.5,0.5017515007503752,1.0017515007503752,0.5002501250625198,0.5015007503751371,1.001750875437657,0.0,-4.504753001500631,-0.004504753001500631,Stop Loss Hit (stop-first conservative),0,EXECUTION_MODELED_TAKER
63,1704384540.0,1704384540.0,buy,CVD Divergence Reversal,taker,taker,65081.167508314924,65113.70809206908,64918.46458954414,64886.00535724937,0.015357749225186595,1000.0,-2.4987506246875633,0.5,0.4982514992503749,0.9982514992503748,0.4997501249374903,0.4985007496251854,0.9982508745626757,0.0,-4.495252998500614,-0.004495252998500615,Stop Loss Hit (stop-first conservative),0,EXECUTION_MODELED_TAKER
64,1704389160.0,1704389340.0,sell,CVD Divergence Reversal,taker,taker,64932.13053024395,64899.66446497883,65094.46085656956,65127.00808699784,0.01540840015497492,1000.0,-2.501250625312648,0.5,0.5017515007503752,1.0017515007503752,0.5002501250625296,0.5015007503751322,1.0017508754376618,0.0,-4.504753001500685,-0.004504753001500685,Stop Loss Hit (stop-first conservative),3,EXECUTION_MODELED_TAKER
65,1704391320.0,1704394920.0,sell,CVD Divergence Reversal,taker,taker,65095.08575395435,65062.53821107738,64956.55240946476,64989.03068566949,0.015369827668815764,1000.0,2.129233631189652,0.5,0.4994351010010598,0.9994351010010598,0.5002501250624428,0.49918550824682695,0.9994356333092698,0.0,0.13036289687932223,0.00013036289687932224,Time Exit,60,EXECUTION_MODELED_TAKER
66,1704396780.0,1704400380.0,sell,CVD Divergence Reversal,taker,taker,64983.01039373174,64950.518888534876,64975.41862897593,65007.90633829041,0.015396335812438303,1000.0,0.11688535958946875,0.5,0.5004417782239279,1.0004417782239279,0.5002501250624982,0.50019168238265,1.0004418074451482,0.0,-1.8839982260796073,-0.0018839982260796073,Time Exit,60,EXECUTION_MODELED_TAKER
67,1704402780.0,1704406380.0,sell,CVD Divergence Reversal,taker,taker,65109.221293346505,65076.66668269983,64942.706058612144,64975.177411641445,0.015366490801930439,1000.0,2.558754822926846,0.5,0.4992202330248933,0.9992202330248934,0.5002501250625088,0.4989707476509914,0.9992208727135001,0.0,0.5603137171884527,0.0005603137171884527,Time Exit,60,EXECUTION_MODELED_TAKER
68,1704407520.0,1704411120.0,buy,CVD Divergence Reversal,taker,taker,64970.78902780763,65003.27442232153,65024.7208028957,64992.20844249426,0.01538384041245481,1000.0,0.8296778211153172,0.5,0.4999148813661649,0.9999148813661649,0.4997501249374204,0.5001649638480344,0.9999150887854549,0.0,-1.1701521490363027,-0.0011701521490363027,Time Exit,60,EXECUTION_MODELED_TAKER
